latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
3.52168,113.3126,303.65,0.51,0.49,2017-01-01,1820,N,VIIRS,n,2,283.47,1.29,N,2
4.28981,117.85844,329.06,0.42,0.37,2017-01-02,0523,N,VIIRS,n,2,296.79,2.35,D,0
3.51583,113.58523,333.77,0.48,0.48,2017-01-02,0523,N,VIIRS,n,2,288.21,6.77,D,0
3.52315,113.31465,325.01,0.5,0.49,2017-01-02,0523,N,VIIRS,n,2,291.84,5.4,D,2
4.6579,103.37942,335.67,0.41,0.45,2017-01-05,0607,N,VIIRS,n,2,287.88,4.73,D,2
4.56689,103.45311,299.35,0.46,0.39,2017-01-05,1845,N,VIIRS,n,2,282.81,1.22,N,2
1.97642,111.61439,326.4,0.43,0.38,2017-01-06,0547,N,VIIRS,n,2,293.38,2.65,D,0
3.28986,113.09094,336.84,0.39,0.36,2017-01-06,0548,N,VIIRS,n,2,288.44,5.57,D,2
2.39632,111.64884,347.66,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,298.22,9.33,D,0
2.405,111.6358,331.03,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,297.13,23.96,D,0
2.39573,111.64502,337.8,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,300.08,9.33,D,0
2.40559,111.63962,343.25,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,301.99,23.96,D,0
2.40442,111.63197,348.31,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,297.67,10.25,D,0
2.4079,111.63145,331.43,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,295.87,10.25,D,0
2.61637,111.58084,341.98,0.43,0.38,2017-01-06,0548,N,VIIRS,n,2,296.8,7.24,D,0
3.28672,113.08671,302.59,0.32,0.54,2017-01-06,1827,N,VIIRS,n,2,276.83,3.21,N,2
3.29172,113.08763,303.74,0.32,0.54,2017-01-06,1827,N,VIIRS,n,2,277.36,3.35,N,2
3.28242,113.08149,305.15,0.64,0.54,2017-01-06,1827,N,VIIRS,n,2,277.67,4.87,N,2
3.27838,113.07481,304.05,0.64,0.54,2017-01-06,1827,N,VIIRS,n,2,276.95,2.61,N,2
2.39378,111.63477,332.07,0.53,0.5,2017-01-07,0529,N,VIIRS,n,2,281.85,3.67,D,0
2.39454,111.63958,328.67,0.53,0.5,2017-01-07,0529,N,VIIRS,n,2,281.95,3.67,D,0
3.29153,113.56334,341.23,0.39,0.44,2017-01-07,0529,N,VIIRS,n,2,291.1,5.25,D,0
3.26689,113.2278,331.4,0.41,0.45,2017-01-07,0529,N,VIIRS,n,2,287.13,3.37,D,0
3.28647,113.08419,356.26,0.41,0.45,2017-01-07,0529,N,VIIRS,n,2,289.33,6.19,D,2
3.5199,113.5891,326.98,0.57,0.43,2017-01-07,0529,N,VIIRS,n,2,291.92,4.89,D,0
3.52134,113.31272,328.66,0.4,0.44,2017-01-07,0529,N,VIIRS,n,2,295.85,3.81,D,2
4.97137,115.52934,327.53,0.44,0.38,2017-01-07,0529,N,VIIRS,n,2,294.89,1.9,D,0
1.60112,103.39281,337.54,0.42,0.61,2017-01-07,0709,N,VIIRS,n,2,293.72,7.26,D,0
4.57283,103.44749,302.52,0.49,0.48,2017-01-07,1808,N,VIIRS,n,2,281.26,1.6,N,2
2.99652,113.21998,302.85,0.49,0.4,2017-01-07,1808,N,VIIRS,n,2,281.93,1.24,N,0
3.42599,113.43423,356.07,0.41,0.6,2017-01-08,0510,N,VIIRS,l,2,278.72,10.92,D,0
3.4316,113.4335,356.64,0.41,0.6,2017-01-08,0510,N,VIIRS,n,2,279.46,38.26,D,0
3.43222,113.43717,327.99,0.41,0.6,2017-01-08,0510,N,VIIRS,n,2,276.61,25.37,D,0
3.42844,113.43469,356.83,0.41,0.6,2017-01-08,0510,N,VIIRS,l,2,282.29,24.89,D,0
3.42783,113.43098,335.19,0.41,0.6,2017-01-08,0510,N,VIIRS,n,2,277.5,24.89,D,0
2.40233,111.64167,344.11,0.73,0.76,2017-01-08,0650,N,VIIRS,n,2,284.49,39.15,D,0
2.40334,111.64849,358.11,0.74,0.76,2017-01-08,0650,N,VIIRS,l,2,285.29,39.15,D,0
2.40945,111.64074,355.61,0.73,0.76,2017-01-08,0650,N,VIIRS,n,2,286.15,26.28,D,0
2.40844,111.63393,354.64,0.73,0.76,2017-01-08,0650,N,VIIRS,n,2,286.33,24.71,D,0
2.41047,111.64757,357.1,0.74,0.76,2017-01-08,0650,N,VIIRS,l,2,285.63,26.28,D,0
1.64262,103.39299,331.42,0.4,0.44,2017-01-08,0650,N,VIIRS,n,2,299.06,2.4,D,0
3.34998,102.28452,335.89,0.54,0.42,2017-01-08,0651,N,VIIRS,n,2,284.49,6.93,D,0
3.43088,102.72243,348.24,0.38,0.44,2017-01-08,0651,N,VIIRS,n,2,294.06,6.11,D,0
4.10197,100.95569,327.86,0.47,0.4,2017-01-08,0651,N,VIIRS,n,2,291.6,2.32,D,0
6.50577,116.55791,300.13,0.4,0.37,2017-01-08,1748,N,VIIRS,n,2,276.33,0.5,N,0
4.42183,114.05992,302.59,0.39,0.36,2017-01-08,1749,N,VIIRS,n,2,282.94,0.45,N,0
3.54498,113.35045,310.89,0.39,0.36,2017-01-08,1749,N,VIIRS,n,2,287.31,1.07,N,0
3.52309,113.31445,309.84,0.39,0.37,2017-01-08,1749,N,VIIRS,n,2,288.33,1.39,N,2
3.28938,113.09248,336.94,0.4,0.37,2017-01-08,1749,N,VIIRS,n,2,280.26,3.51,N,2
3.28993,113.08889,312.65,0.4,0.37,2017-01-08,1749,N,VIIRS,n,2,281.06,3.15,N,2
3.28852,113.08888,309.14,0.4,0.37,2017-01-08,1749,N,VIIRS,n,2,280.12,1.56,N,2
3.28796,113.09247,319.67,0.4,0.37,2017-01-08,1749,N,VIIRS,n,2,279.13,1.95,N,2
3.28233,113.0843,301.67,0.4,0.37,2017-01-08,1749,N,VIIRS,n,2,277.92,0.61,N,2
4.56929,103.45696,324.29,0.8,0.78,2017-01-08,1929,N,VIIRS,n,2,281.69,4.84,N,2
4.56205,103.45558,303.25,0.8,0.78,2017-01-08,1929,N,VIIRS,n,2,282.27,3.69,N,0
2.40723,102.76697,339.56,0.38,0.36,2017-01-09,0632,N,VIIRS,n,2,294.08,3.89,D,0
4.52136,101.49164,334.21,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,285.32,12.09,D,0
4.47814,102.49547,336.48,0.38,0.36,2017-01-09,0632,N,VIIRS,n,2,284.77,3.78,D,0
3.6421,101.86491,328.15,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,294.02,1.27,D,0
3.54189,102.00522,330.31,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,297.86,3.11,D,0
3.36824,101.577,333.59,0.39,0.36,2017-01-09,0632,N,VIIRS,l,2,305.4,4.38,D,0
3.42263,102.24662,334.28,0.38,0.36,2017-01-09,0632,N,VIIRS,n,2,296.07,2.88,D,0
3.408,102.3911,332.05,0.38,0.36,2017-01-09,0632,N,VIIRS,n,2,290.96,1.17,D,0
2.69741,101.56907,335.18,0.4,0.37,2017-01-09,0632,N,VIIRS,n,2,300.21,4.6,D,0
2.39223,102.40455,344.9,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,291.92,5.54,D,0
2.3889,102.40505,354.02,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,295.85,7.52,D,0
1.48912,103.51418,336.69,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,286.44,5.13,D,0
1.65664,103.41677,333.99,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,290.26,2.58,D,0
2.40776,102.77042,331.49,0.38,0.36,2017-01-09,0632,N,VIIRS,n,2,294.83,3.46,D,0
2.38558,102.40556,342.4,0.39,0.36,2017-01-09,0632,N,VIIRS,n,2,294.44,7.52,D,0
5.10824,101.88315,332.13,0.38,0.36,2017-01-09,0633,N,VIIRS,n,2,290.3,1.98,D,0
5.88982,100.69827,331.17,0.4,0.37,2017-01-09,0633,N,VIIRS,n,2,289.21,1.83,D,0
