latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
1.30772,103.68378,306.4,0.45,0.63,2017-02-09,1750,N,VIIRS,n,2,288.55,1.27,N,2
1.30783,103.6853,309.5,0.45,0.63,2017-02-09,1750,N,VIIRS,n,2,288.35,1.43,N,2
1.30832,103.68581,320.2,0.42,0.45,2017-02-11,1852,N,VIIRS,n,2,291.46,4.87,N,2
1.30773,103.68963,339.57,0.42,0.45,2017-02-11,1852,N,VIIRS,n,2,290.84,4.87,N,2
1.30845,103.68816,333.98,0.41,0.45,2017-03-13,0650,N,VIIRS,n,2,297.07,3.48,D,2
1.4195,103.74746,331.35,0.42,0.38,2017-03-19,0637,N,VIIRS,l,2,304.14,6.84,D,0
1.30928,103.68489,306.21,0.35,0.57,2017-04-19,1755,N,VIIRS,n,2,287.43,1.05,N,2
1.30834,103.68515,306.99,0.34,0.56,2017-05-12,1905,N,VIIRS,n,2,289.08,1.29,N,2
1.30648,103.68684,328.16,0.4,0.45,2017-05-16,0650,N,VIIRS,n,2,289.57,3.76,D,2
1.30597,103.68819,330.88,0.42,0.37,2017-06-07,0637,N,VIIRS,l,2,303.03,2.58,D,0
1.30925,103.68483,309.12,0.39,0.36,2017-06-20,1833,N,VIIRS,n,2,295.21,2.22,N,2
1.30553,103.68043,302.49,0.58,0.7,2017-06-28,1743,N,VIIRS,n,2,284.89,1.4,N,0
1.30627,103.68007,303.19,0.58,0.7,2017-06-28,1743,N,VIIRS,n,2,284.98,1.69,N,0
1.30828,103.6849,306.31,0.36,0.57,2017-07-08,1755,N,VIIRS,n,2,288.22,1.38,N,2
1.30706,103.68504,305.22,0.36,0.57,2017-07-08,1755,N,VIIRS,n,2,288.16,1.2,N,2
1.30882,103.68496,308.11,0.42,0.38,2017-07-27,1839,N,VIIRS,n,2,294.27,3.53,N,2
1.30859,103.68584,305.83,0.34,0.56,2017-07-31,1905,N,VIIRS,n,2,289.04,1.23,N,2
1.31096,103.70251,316.39,0.43,0.38,2017-08-28,1840,N,VIIRS,n,2,291.99,1.7,N,0
1.30991,103.68672,308.04,0.42,0.38,2017-08-28,1840,N,VIIRS,n,2,293.38,1.44,N,0
1.30956,103.68607,309.41,0.39,0.36,2017-09-03,1827,N,VIIRS,n,2,295.52,2.28,N,0
1.30796,103.68467,307.29,0.35,0.57,2017-09-26,1756,N,VIIRS,n,2,288.49,1.24,N,2
1.30818,103.68697,306.94,0.39,0.36,2017-10-05,1828,N,VIIRS,n,2,293.75,2.51,N,2
1.30933,103.68594,308.86,0.39,0.36,2017-10-26,1834,N,VIIRS,n,2,292.18,2.64,N,2
1.30586,103.68797,329.56,0.5,0.41,2017-11-03,0644,N,VIIRS,n,2,286.32,1.76,D,0
1.30858,103.686,307.64,0.43,0.38,2017-11-16,1840,N,VIIRS,n,2,291.95,1.63,N,2
1.30848,103.68651,305.89,0.35,0.56,2017-12-06,1905,N,VIIRS,n,2,287.02,1.51,N,2
