latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
1.7537,104.17632,331.59,0.32,0.55,2019-01-01,0554,N,VIIRS,n,2,283.87,3,D,0
3.15426,102.97398,325.3,0.37,0.58,2019-01-01,0554,N,VIIRS,n,2,289.49,2.02,D,0
2.5358,101.8136,311.53,0.4,0.37,2019-01-01,1833,N,VIIRS,n,2,283.25,0.95,N,0
6.00283,100.47349,305.33,0.48,0.4,2019-01-01,1833,N,VIIRS,n,2,292.28,1.75,N,0
5.55927,100.92238,303.73,0.45,0.39,2019-01-01,1833,N,VIIRS,n,2,290.51,0.61,N,0
2.73889,102.39458,304.03,0.39,0.36,2019-01-01,1833,N,VIIRS,n,2,275.62,1.12,N,2
2.53243,101.81308,308.21,0.4,0.37,2019-01-01,1833,N,VIIRS,n,2,283.51,0.95,N,0
3.2905,113.09367,325.52,0.5,0.41,2019-01-02,0535,N,VIIRS,n,2,278.4,3.18,D,2
6.3204,116.49341,325.41,0.54,0.42,2019-01-03,0517,N,VIIRS,n,2,288.23,2.91,D,0
3.84366,102.85075,331.52,0.5,0.49,2019-01-03,0657,N,VIIRS,n,2,289.43,4.91,D,0
2.04122,102.67222,342.36,0.46,0.47,2019-01-03,0657,N,VIIRS,n,2,294.11,6.52,D,0
3.35864,103.07648,330.75,0.51,0.5,2019-01-03,0657,N,VIIRS,n,2,289.82,13.07,D,0
3.38189,102.68893,348.57,0.48,0.48,2019-01-03,0657,N,VIIRS,n,2,294.45,6.43,D,0
3.52009,102.24975,332.28,0.45,0.47,2019-01-03,0657,N,VIIRS,n,2,290.25,4.13,D,0
3.35465,103.08117,367,0.51,0.5,2019-01-03,0657,N,VIIRS,h,2,291.55,34.69,D,0
2.08093,104.00469,340.14,0.57,0.52,2019-01-03,0657,N,VIIRS,n,2,296.36,4.05,D,0
1.79899,103.14388,332.57,0.49,0.49,2019-01-03,0657,N,VIIRS,n,2,297.08,5.27,D,0
3.35401,103.07671,338.69,0.51,0.5,2019-01-03,0657,N,VIIRS,n,2,293.34,13.07,D,0
3.97166,103.37512,303.38,0.4,0.6,2019-01-03,1755,N,VIIRS,n,2,287.15,0.33,N,2
4.02102,103.34141,305.04,0.4,0.6,2019-01-03,1755,N,VIIRS,n,2,287,0.38,N,0
3.97091,103.37448,305.57,0.4,0.6,2019-01-03,1755,N,VIIRS,n,2,287.28,0.52,N,2
2.74015,102.39271,306.56,0.44,0.63,2019-01-03,1756,N,VIIRS,n,2,289.87,1.16,N,2
2.08085,104.00524,311.1,0.34,0.56,2019-01-03,1756,N,VIIRS,n,2,291.21,0.89,N,0
2.08183,104.00558,312.45,0.34,0.56,2019-01-03,1756,N,VIIRS,n,2,291.41,0.93,N,0
2.53603,101.81104,320.49,0.48,0.65,2019-01-03,1756,N,VIIRS,n,2,289.66,2.35,N,0
2.73906,102.39449,307.88,0.44,0.63,2019-01-03,1756,N,VIIRS,n,2,290.03,1.27,N,2
2.95602,101.37581,300.54,0.52,0.67,2019-01-03,1756,N,VIIRS,n,2,269.19,0.34,N,0
2.96224,101.37675,297.84,0.52,0.67,2019-01-03,1756,N,VIIRS,n,2,270.21,0.58,N,2
3.38162,102.689,300.2,0.43,0.62,2019-01-03,1756,N,VIIRS,n,2,274.37,0.68,N,0
3.38855,102.68188,296.28,0.43,0.62,2019-01-03,1756,N,VIIRS,n,2,275.52,0.77,N,0
1.88993,111.23163,344.01,0.42,0.61,2019-01-04,0637,N,VIIRS,n,2,289.64,6.78,D,0
3.5188,101.14265,330.45,0.38,0.36,2019-01-04,0638,N,VIIRS,n,2,283.56,2.47,D,0
2.98198,101.35001,335.08,0.38,0.36,2019-01-04,0638,N,VIIRS,n,2,297.34,2.78,D,0
3.33979,101.79123,331.59,0.39,0.36,2019-01-04,0638,N,VIIRS,n,2,292.32,2.58,D,0
3.4708,102.00842,331.17,0.39,0.36,2019-01-04,0638,N,VIIRS,n,2,299.65,2.31,D,0
3.6181,102.86758,336,0.41,0.37,2019-01-04,0638,N,VIIRS,n,2,301.08,68.7,D,0
3.71751,103.18719,340.82,0.42,0.38,2019-01-04,0638,N,VIIRS,n,2,300.75,5.52,D,0
3.84847,102.85199,341.1,0.41,0.37,2019-01-04,0638,N,VIIRS,n,2,300.81,6.63,D,0
3.7905,102.85664,335.05,0.41,0.37,2019-01-04,0638,N,VIIRS,n,2,298.59,3,D,0
2.44567,113.24776,327.56,0.58,0.7,2019-01-04,0638,N,VIIRS,n,2,281.77,4.02,D,0
1.95133,103.39892,336.45,0.42,0.37,2019-01-04,0638,N,VIIRS,n,2,295.86,7.78,D,0
1.91638,102.89242,342.07,0.4,0.37,2019-01-04,0638,N,VIIRS,n,2,297.93,4.48,D,0
2.76918,102.18113,346.54,0.39,0.36,2019-01-04,0638,N,VIIRS,n,2,295.77,7.62,D,0
3.22158,102.97215,337.16,0.41,0.37,2019-01-04,0638,N,VIIRS,n,2,297.89,3.95,D,0
6.35086,116.5435,306.17,0.41,0.37,2019-01-04,1735,N,VIIRS,n,2,292.47,0.82,N,0
6.32225,116.52439,303.82,0.41,0.37,2019-01-04,1735,N,VIIRS,n,2,290.91,0.79,N,0
6.35711,116.5483,325.44,0.41,0.37,2019-01-04,1735,N,VIIRS,n,2,292.29,2.67,N,0
6.35768,116.54459,321.21,0.41,0.37,2019-01-04,1735,N,VIIRS,n,2,291.91,1.95,N,0
1.71,103.63783,300.54,0.74,0.76,2019-01-04,1737,N,VIIRS,n,2,283.96,0.84,N,0
3.38991,102.68175,304.1,0.45,0.63,2019-01-04,1917,N,VIIRS,n,2,289.64,1.18,N,0
3.99299,103.13979,302.92,0.47,0.64,2019-01-04,1917,N,VIIRS,n,2,288.84,1.37,N,2
3.9958,103.14032,306.22,0.48,0.64,2019-01-04,1917,N,VIIRS,n,2,289.48,1.26,N,0
3.38922,102.68581,305.43,0.45,0.63,2019-01-04,1917,N,VIIRS,n,2,289.38,0.91,N,0
2.95316,101.39011,325.05,0.38,0.58,2019-01-04,1917,N,VIIRS,n,2,286.31,2.34,N,0
5.9901,116.43733,338.38,0.79,0.78,2019-01-05,0439,N,VIIRS,n,2,288.83,7.28,D,0
3.52478,113.31342,328.56,0.58,0.52,2019-01-05,0619,N,VIIRS,n,2,294.16,7.52,D,2
1.76734,103.04171,337.51,0.46,0.39,2019-01-05,0619,N,VIIRS,n,2,295.32,8.69,D,0
3.02549,113.23159,327.99,0.56,0.52,2019-01-05,0619,N,VIIRS,n,2,292.78,2.62,D,0
3.9947,114.06218,330.8,0.33,0.55,2019-01-05,0619,N,VIIRS,n,2,290.25,1.42,D,0
1.89096,111.2326,337.66,0.4,0.44,2019-01-05,0619,N,VIIRS,n,2,297.32,8.07,D,0
1.89043,111.22901,346.44,0.4,0.44,2019-01-05,0619,N,VIIRS,n,2,297.87,10.16,D,0
1.4095,110.47183,335.05,0.53,0.42,2019-01-05,0619,N,VIIRS,n,2,297.92,6.52,D,0
3.49609,102.64745,339.09,0.46,0.39,2019-01-05,0619,N,VIIRS,n,2,293.82,3.84,D,0
5.29434,116.23347,328.94,0.49,0.65,2019-01-05,0619,N,VIIRS,n,2,293.32,3.5,D,0
3.15466,102.00358,334.45,0.5,0.41,2019-01-05,0619,N,VIIRS,n,2,295.35,4.12,D,0
3.15091,102.0042,330.27,0.5,0.41,2019-01-05,0619,N,VIIRS,n,2,293.71,4.12,D,0
4.68315,115.73891,328.51,0.44,0.62,2019-01-05,0619,N,VIIRS,n,2,289.02,4.86,D,0
3.84857,102.85042,329.74,0.45,0.39,2019-01-05,0620,N,VIIRS,n,2,296.03,3.12,D,0
3.51471,101.12067,336.22,0.56,0.43,2019-01-05,0620,N,VIIRS,n,2,295.62,5.17,D,0
3.52813,101.10317,335.79,0.56,0.43,2019-01-05,0620,N,VIIRS,n,2,295.16,4.56,D,0
5.59893,102.19242,330.47,0.46,0.39,2019-01-05,0620,N,VIIRS,n,2,300.01,2.87,D,0
6.36032,116.52353,304.43,0.49,0.48,2019-01-05,1716,N,VIIRS,n,2,294.04,0.95,N,0
6.35269,116.51289,310.79,0.49,0.48,2019-01-05,1716,N,VIIRS,n,2,294.36,1.97,N,0
5.15096,101.79642,308.12,0.54,0.42,2019-01-05,1858,N,VIIRS,n,2,289.52,1.57,N,0
4.02318,103.3404,305.65,0.47,0.47,2019-01-05,1858,N,VIIRS,n,2,288.24,1.88,N,0
2.95776,101.37413,295.29,0.55,0.42,2019-01-05,1858,N,VIIRS,n,2,278.8,1.93,N,2
3.27773,113.45477,330.86,0.45,0.39,2019-01-06,0600,N,VIIRS,n,2,294.63,1.28,D,0
3.79454,113.5322,332.48,0.46,0.39,2019-01-06,0600,N,VIIRS,n,2,297,5.14,D,0
2.00027,104.05456,328.55,0.51,0.49,2019-01-06,0600,N,VIIRS,n,2,291.34,2.46,D,0
1.06351,111.75171,335.32,0.39,0.36,2019-01-06,0600,N,VIIRS,n,2,295.15,5.44,D,0
1.80316,104.11013,329.03,0.51,0.49,2019-01-06,0600,N,VIIRS,n,2,292.11,4.55,D,0
5.31347,116.45794,344.85,0.48,0.48,2019-01-06,0601,N,VIIRS,n,2,296.35,14.28,D,0
5.56338,116.2047,329.51,0.46,0.47,2019-01-06,0601,N,VIIRS,n,2,295.01,3.75,D,0
3.51591,101.11085,330.29,0.38,0.59,2019-01-06,0601,N,VIIRS,n,2,291.62,2.77,D,0
6.35424,116.5164,343.86,0.5,0.49,2019-01-06,0601,N,VIIRS,n,2,294.31,10.35,D,0
3.29442,113.09225,302.86,0.78,0.78,2019-01-06,1659,N,VIIRS,n,2,286.77,3.37,N,2
3.28853,113.08546,306.16,0.79,0.78,2019-01-06,1659,N,VIIRS,n,2,286.66,3.91,N,2
3.28823,113.08387,306.44,0.78,0.78,2019-01-06,1659,N,VIIRS,n,2,286.77,3.37,N,2
3.52438,113.31161,313.98,0.54,0.67,2019-01-06,1839,N,VIIRS,n,2,289.12,2.28,N,2
3.5259,113.31556,309.59,0.54,0.68,2019-01-06,1839,N,VIIRS,n,2,289,2.1,N,2
3.52048,113.30957,306.67,0.54,0.68,2019-01-06,1839,N,VIIRS,n,2,288.64,1.88,N,2
5.15212,101.80695,302.24,0.38,0.36,2019-01-06,1839,N,VIIRS,n,2,290.32,0.5,N,0
3.86292,102.34517,303.8,0.39,0.36,2019-01-06,1839,N,VIIRS,n,2,291.24,0.63,N,0
3.39408,102.70035,304.71,0.39,0.36,2019-01-06,1839,N,VIIRS,n,2,290.95,0.68,N,0
3.37512,102.69019,304.3,0.39,0.36,2019-01-06,1839,N,VIIRS,n,2,290.97,0.75,N,0
3.29333,113.09155,306.6,0.52,0.67,2019-01-06,1839,N,VIIRS,n,2,288.16,4.33,N,2
3.54334,113.35026,304.91,0.54,0.68,2019-01-06,1839,N,VIIRS,n,2,288.53,0.71,N,2
3.53773,113.30879,304.41,0.53,0.67,2019-01-06,1839,N,VIIRS,n,2,289.19,1.27,N,0
2.9597,101.37576,314.9,0.38,0.36,2019-01-06,1840,N,VIIRS,n,2,291.53,1.2,N,2
3.07754,101.46523,310.1,0.38,0.36,2019-01-06,1840,N,VIIRS,n,2,291.82,0.87,N,0
1.53769,103.75722,306.04,0.43,0.38,2019-01-06,1840,N,VIIRS,n,2,291.44,0.93,N,0
2.739,102.39336,311.93,0.39,0.36,2019-01-06,1840,N,VIIRS,n,2,292.18,1.82,N,2
2.82369,112.36447,332.2,0.46,0.39,2019-01-07,0541,N,VIIRS,n,2,294.57,3.75,D,0
1.95648,114.52824,336.73,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,302.31,6.85,D,0
1.95594,114.52475,347.25,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,304.87,12.32,D,0
1.95984,114.52782,347.77,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,303.03,6.23,D,0
1.95931,114.52432,337.38,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,300.65,6.79,D,0
1.96321,114.52739,339.76,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,301.35,6.23,D,0
1.96657,114.52694,347.44,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,303.64,15.43,D,0
2.44821,113.24942,340.43,0.42,0.38,2019-01-07,0541,N,VIIRS,n,2,297.76,5.2,D,0
2.45168,113.24889,342.45,0.42,0.38,2019-01-07,0541,N,VIIRS,n,2,297.25,5.2,D,0
3.08053,113.14215,330.73,0.42,0.38,2019-01-07,0541,N,VIIRS,n,2,298.38,5.12,D,0
3.21302,113.13757,332.38,0.42,0.38,2019-01-07,0541,N,VIIRS,n,2,295.86,2.31,D,0
3.2889,113.09079,340.23,0.42,0.38,2019-01-07,0541,N,VIIRS,n,2,301.29,10.16,D,2
3.52176,113.31337,334.6,0.41,0.37,2019-01-07,0541,N,VIIRS,n,2,302.56,5.47,D,2
3.5452,113.35161,337.87,0.41,0.37,2019-01-07,0541,N,VIIRS,n,2,301.78,4.75,D,2
4.0703,114.48483,332.91,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,294.1,2.91,D,0
3.98545,113.90379,330.36,0.4,0.37,2019-01-07,0541,N,VIIRS,n,2,297.01,2.21,D,0
4.06213,114.03679,332.21,0.39,0.36,2019-01-07,0541,N,VIIRS,n,2,299.13,3.35,D,0
4.87237,114.9827,338.71,0.38,0.36,2019-01-07,0542,N,VIIRS,n,2,296.66,4.29,D,0
5.74808,115.99741,330.14,0.4,0.37,2019-01-07,0542,N,VIIRS,n,2,291.63,3.16,D,0
4.46556,115.44562,332.64,0.39,0.36,2019-01-07,0542,N,VIIRS,n,2,295.24,1.56,D,0
4.46169,114.02118,331.81,0.39,0.36,2019-01-07,0542,N,VIIRS,n,2,298.43,0.88,D,0
4.0827,100.82649,339.15,0.5,0.66,2019-01-07,0722,N,VIIRS,n,2,282.9,8.2,D,0
3.52406,113.31198,311.23,0.51,0.49,2019-01-07,1820,N,VIIRS,n,2,289.63,3.48,N,2
3.52356,113.31496,314.63,0.51,0.49,2019-01-07,1820,N,VIIRS,n,2,289.88,2.18,N,2
3.5455,113.35171,306.33,0.51,0.49,2019-01-07,1820,N,VIIRS,n,2,288.59,0.94,N,2
3.28846,113.09209,322.85,0.5,0.49,2019-01-07,1820,N,VIIRS,n,2,289.17,2.06,N,2
3.52332,113.31659,304.64,0.51,0.49,2019-01-07,1820,N,VIIRS,n,2,288.9,1.94,N,0
3.2899,113.08327,310.01,0.5,0.49,2019-01-07,1820,N,VIIRS,n,2,289.17,3.02,N,2
3.28917,113.08768,312.41,0.5,0.49,2019-01-07,1820,N,VIIRS,n,2,289.67,2.06,N,2
3.28469,113.08685,303.96,0.5,0.49,2019-01-07,1820,N,VIIRS,n,2,289.19,2.06,N,2
3.38306,102.68976,301.13,0.5,0.41,2019-01-07,1821,N,VIIRS,n,2,283.54,2,N,0
3.10754,101.70737,306.18,0.57,0.43,2019-01-07,1821,N,VIIRS,n,2,286.29,0.75,N,0
3.07766,101.46287,303.22,0.39,0.44,2019-01-07,1821,N,VIIRS,n,2,285.17,0.51,N,0
2.95856,101.37542,327.66,0.39,0.44,2019-01-07,1821,N,VIIRS,n,2,283.28,2.56,N,2
1.96133,114.52606,326.38,0.44,0.46,2019-01-08,0522,N,VIIRS,n,2,293.52,3.27,D,0
1.96684,114.53329,330.02,0.44,0.46,2019-01-08,0522,N,VIIRS,n,2,295.41,4.34,D,0
3.20923,113.35776,342.37,0.51,0.49,2019-01-08,0522,N,VIIRS,n,2,290.01,7.07,D,0
1.96193,114.52987,325.48,0.44,0.46,2019-01-08,0522,N,VIIRS,n,2,294.22,3.27,D,0
5.24875,116.17454,332.28,0.48,0.4,2019-01-08,0523,N,VIIRS,n,2,296.53,5.2,D,0
4.28843,113.96832,339.56,0.44,0.46,2019-01-08,0523,N,VIIRS,n,2,292.39,2.56,D,0
6.34396,116.56024,343.66,0.45,0.39,2019-01-08,0523,N,VIIRS,n,2,300.42,6.65,D,0
3.50994,101.10812,341.74,0.49,0.48,2019-01-08,0703,N,VIIRS,n,2,289.54,4.41,D,0
6.47931,116.52472,336.22,0.57,0.52,2019-01-09,0504,N,VIIRS,n,2,297.38,5.12,D,0
6.13135,116.35253,335.51,0.6,0.53,2019-01-09,0504,N,VIIRS,n,2,293.07,6.02,D,0
1.55818,103.6702,336.32,0.5,0.41,2019-01-09,0644,N,VIIRS,n,2,290.04,5.49,D,0
1.55874,103.67146,336.13,0.5,0.41,2019-01-09,0644,N,VIIRS,n,2,289.74,5.43,D,0
3.57711,101.08859,330.38,0.41,0.37,2019-01-09,0645,N,VIIRS,n,2,285.29,3.12,D,0
4.92442,100.95779,342.38,0.41,0.37,2019-01-09,0645,N,VIIRS,n,2,293.6,5.35,D,0
