latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
6.55069,100.24585,335.97,0.4,0.6,2023-01-01,0602,N,VIIRS,n,2,290.68,2.36,D,0
3.81369,101.90539,325.02,0.34,0.56,2023-01-01,0602,N,VIIRS,n,2,292.93,2,D,0
6.55153,100.24609,337.04,0.4,0.6,2023-01-01,0602,N,VIIRS,n,2,290.1,1.83,D,0
1.378,104.15796,302.16,0.44,0.39,2023-01-01,1841,N,VIIRS,n,2,271.15,1.23,N,0
1.37509,104.1534,303.42,0.44,0.39,2023-01-01,1841,N,VIIRS,n,2,269.73,1.23,N,0
2.9035,101.44907,305.94,0.38,0.36,2023-01-01,1841,N,VIIRS,n,2,287.65,0.65,N,0
1.37863,104.15398,313.12,0.44,0.39,2023-01-01,1841,N,VIIRS,n,2,271.43,1.23,N,0
1.37737,104.16194,319.6,0.44,0.39,2023-01-01,1841,N,VIIRS,n,2,269.24,1.61,N,0
3.28282,113.08576,329.46,0.43,0.38,2023-01-02,0542,N,VIIRS,n,2,289.77,5.15,D,2
4.35641,114.92491,336.75,0.38,0.36,2023-01-02,0542,N,VIIRS,n,2,291.66,10.29,D,0
3.28223,113.08191,327.29,0.43,0.38,2023-01-02,0542,N,VIIRS,n,2,288.64,3.83,D,2
4.56446,103.45393,303.92,0.48,0.4,2023-01-02,1821,N,VIIRS,n,2,276.06,1.16,N,0
4.0229,103.3402,303.3,0.48,0.4,2023-01-02,1821,N,VIIRS,n,2,274.4,0.75,N,2
4.57551,103.44952,299.17,0.48,0.4,2023-01-02,1821,N,VIIRS,n,2,272.58,0.49,N,2
2.00013,103.90782,325.16,0.35,0.57,2023-01-03,0704,N,VIIRS,n,2,284.33,3.01,D,0
2.4311,102.23048,327.08,0.55,0.51,2023-01-03,0704,N,VIIRS,n,2,288.58,3.07,D,0
5.57103,100.69811,341.7,0.48,0.48,2023-01-03,0705,N,VIIRS,n,2,282.94,6.21,D,0
2.26602,102.12568,327,0.43,0.38,2023-01-04,0645,N,VIIRS,n,2,289.26,1.26,D,2
5.97471,100.60634,335.88,0.41,0.37,2023-01-04,0646,N,VIIRS,n,2,290.98,3.09,D,0
3.52536,113.31513,300.81,0.45,0.39,2023-01-04,1743,N,VIIRS,n,2,280.1,0.7,N,2
3.53523,113.3455,302.2,0.45,0.39,2023-01-04,1743,N,VIIRS,n,2,279.02,0.55,N,0
3.52179,113.3146,301.97,0.45,0.39,2023-01-04,1743,N,VIIRS,n,2,280.23,0.86,N,2
3.39562,113.28816,301.89,0.45,0.39,2023-01-04,1743,N,VIIRS,n,2,285.17,0.7,N,0
3.53586,113.34148,299.84,0.45,0.39,2023-01-04,1743,N,VIIRS,n,2,278.87,0.55,N,2
3.28301,113.07968,305.69,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,286.86,1.65,N,2
3.28599,113.08436,315.55,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,286.74,1.43,N,2
3.2896,113.08488,307.82,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,287.17,1.43,N,2
3.28896,113.089,310.79,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,286.9,1.43,N,2
3.28833,113.09315,309.97,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,286.13,0.93,N,2
3.28238,113.08384,320.43,0.46,0.39,2023-01-04,1744,N,VIIRS,n,2,287.56,3.11,N,2
5.97385,100.60515,340.65,0.46,0.39,2023-01-05,0627,N,VIIRS,n,2,294.64,4.06,D,0
1.3788,104.15873,337.57,0.41,0.45,2023-01-06,0607,N,VIIRS,n,2,293.43,4.37,D,0
4.65839,103.37944,304.81,0.45,0.39,2023-01-06,1846,N,VIIRS,n,2,285.35,0.99,N,2
4.66095,103.36334,302.16,0.45,0.39,2023-01-06,1846,N,VIIRS,n,2,285.18,0.84,N,2
4.65718,103.37784,301.84,0.45,0.39,2023-01-06,1846,N,VIIRS,n,2,285.43,0.74,N,2
2.26432,102.12404,305.38,0.56,0.52,2023-01-08,1809,N,VIIRS,n,2,279.59,2.23,N,3
1.37799,104.15867,331.49,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,284.39,4.62,N,0
1.37597,104.15125,307.7,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,282.53,1.8,N,0
1.37539,104.15491,325.61,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,284.4,1.8,N,0
1.37949,104.15549,302.02,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,280.63,1.8,N,0
1.37892,104.15911,327.03,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,284.05,4.52,N,0
1.37443,104.15446,306.27,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,283.61,1.9,N,0
1.37854,104.15504,316.42,0.4,0.44,2023-01-08,1810,N,VIIRS,n,2,280.97,1.9,N,0
1.80685,103.20059,329.48,0.39,0.44,2023-01-09,0651,N,VIIRS,n,2,296.52,4.51,D,0
1.80659,103.20194,328.44,0.39,0.44,2023-01-09,0651,N,VIIRS,n,2,296.65,5.35,D,0
1.64825,103.3868,342.27,0.39,0.44,2023-01-09,0651,N,VIIRS,n,2,293.16,3.91,D,0
1.64419,103.3874,342.08,0.39,0.44,2023-01-09,0651,N,VIIRS,n,2,292.42,3.91,D,0
2.88137,103.40172,344.01,0.41,0.45,2023-01-09,0652,N,VIIRS,n,2,294.15,5.88,D,0
1.57912,103.36901,336.82,0.38,0.36,2023-01-10,0632,N,VIIRS,n,2,296.15,3.47,D,0
2.26572,102.1282,336.31,0.39,0.36,2023-01-10,0633,N,VIIRS,n,2,299.66,3.94,D,2
2.91032,103.27428,343.17,0.39,0.36,2023-01-10,0633,N,VIIRS,n,2,294,4.94,D,0
1.69711,103.36523,330.45,0.38,0.36,2023-01-10,0633,N,VIIRS,n,2,296.3,2.9,D,0
1.88933,102.71998,336.54,0.38,0.36,2023-01-10,0633,N,VIIRS,n,2,295.09,2.61,D,0
2.42639,101.89851,333.99,0.39,0.36,2023-01-10,0633,N,VIIRS,n,2,295.65,2.72,D,0
5.96403,100.46416,329.32,0.41,0.37,2023-01-10,0634,N,VIIRS,n,2,295.65,3.69,D,0
5.06191,100.45482,326.81,0.41,0.37,2023-01-10,0634,N,VIIRS,n,2,291.88,1.5,D,0
1.37866,104.15859,322.33,0.47,0.64,2023-01-10,1912,N,VIIRS,n,2,257.91,4.84,N,0
3.27655,113.07321,326.04,0.43,0.46,2023-01-11,0614,N,VIIRS,n,2,283.66,1.89,D,2
3.28724,113.08752,326.66,0.43,0.46,2023-01-11,0614,N,VIIRS,n,2,285.55,4.32,D,2
3.54464,113.34991,326.6,0.45,0.47,2023-01-11,0614,N,VIIRS,n,2,285.26,2.14,D,2
4.57606,103.44935,298.15,0.55,0.42,2023-01-11,1853,N,VIIRS,n,2,274.4,0.71,N,2
4.57547,103.4516,296.61,0.55,0.42,2023-01-11,1853,N,VIIRS,n,2,274.09,0.55,N,2
3.28972,113.0848,311.16,0.4,0.6,2023-01-12,1834,N,VIIRS,n,2,273.75,1.25,N,2
2.78341,111.73843,305.17,0.33,0.55,2023-01-12,1834,N,VIIRS,n,2,280.57,1.09,N,2
3.28421,113.0837,302.25,0.4,0.6,2023-01-12,1834,N,VIIRS,n,2,274.23,1.25,N,2
3.28853,113.09192,300.45,0.4,0.6,2023-01-12,1834,N,VIIRS,n,2,273.08,1.31,N,2
3.28912,113.08839,299.83,0.4,0.6,2023-01-12,1834,N,VIIRS,n,2,273.47,1.25,N,2
3.29031,113.08123,298.37,0.4,0.6,2023-01-12,1834,N,VIIRS,n,2,273.96,2.74,N,2
1.37615,104.15591,309.83,0.39,0.37,2023-01-12,1835,N,VIIRS,n,2,270.26,1.11,N,0
2.26472,102.1275,311,0.39,0.36,2023-01-12,1835,N,VIIRS,n,2,283.21,1.52,N,2
1.37895,104.16,319.14,0.39,0.37,2023-01-12,1835,N,VIIRS,n,2,271.38,1.39,N,0
1.37559,104.15946,312.44,0.39,0.37,2023-01-12,1835,N,VIIRS,n,2,270.85,1.39,N,0
3.52513,113.31376,329.58,0.49,0.4,2023-01-13,0536,N,VIIRS,n,2,299.13,4.4,D,2
3.53368,113.34391,327.09,0.49,0.4,2023-01-13,0536,N,VIIRS,l,2,298.37,2.29,D,2
2.61784,113.31477,333.72,0.5,0.41,2023-01-13,0536,N,VIIRS,n,2,290.39,3.72,D,0
3.28369,113.08184,327.73,0.51,0.41,2023-01-13,0536,N,VIIRS,n,2,297.58,4,D,2
3.2889,113.09035,327.42,0.51,0.41,2023-01-13,0536,N,VIIRS,n,2,296.57,3.42,D,2
3.28818,113.08578,331.04,0.51,0.41,2023-01-13,0536,N,VIIRS,n,2,297.33,4,D,2
2.23928,111.85726,326.35,0.41,0.45,2023-01-13,0536,N,VIIRS,n,2,294.86,4.6,D,0
1.6633,111.81077,337.12,0.42,0.45,2023-01-13,0536,N,VIIRS,n,2,285.51,2.86,D,0
2.61759,113.31355,334.02,0.5,0.41,2023-01-13,0536,N,VIIRS,n,2,290.36,4.94,D,0
6.72307,117.0752,330.36,0.39,0.36,2023-01-13,0537,N,VIIRS,n,2,286.53,4.13,D,0
5.24,116.45419,326.82,0.38,0.36,2023-01-13,0537,N,VIIRS,n,2,287.54,1.87,D,0
5.33144,116.11582,305.67,0.57,0.52,2023-01-13,1814,N,VIIRS,n,2,271.37,6.54,N,0
5.33127,116.11749,338.83,0.57,0.52,2023-01-13,1814,N,VIIRS,n,2,272.72,9.31,N,0
5.33056,116.12114,338.02,0.57,0.52,2023-01-13,1814,N,VIIRS,n,2,272.68,6.54,N,0
4.65679,103.37678,305.21,0.4,0.44,2023-01-13,1815,N,VIIRS,n,2,277.6,1.36,N,2
